DBN,Year,PreK,Kindergarten,Grade.1,Grade.2,Grade.3,Grade.4,Grade.5,Grade.6,Grade.7,Grade.8,Grade.9,Grade.10,Grade.11,Grade.12,Ungraded,Total,SCC,CTT,other,bilingual,dualLang,esl,ELLwithIEP,overage,nativeAmerican,black,latino,asian,white,male,female,attendance,stability,povertyRate,temporaryHousing,immigrants,principalSuspensions,superintendentSuspensions,cte,earlyCollege,teachers,admin,paraprofessionals,fullyLicensed,moreThanTwoTeaching,moreThanFiveTeaching,mastersDegreeOrHigher,coreClassHighlyQualifiedTeacher
01M015,2008,18,42,37,36,38,47,40,0,0,0,0,0,0,0,3,261,12,18,23,0,0,52,0,0,1.2,29.9,60.2,6.1,2.7,54.8,45.2,90.4,87.6,89.4,6,0,6,7,0,0,23,10,5,100,47.8,47.8,96,96.6
01M019,2008,28,46,43,47,53,48,68,0,0,0,0,0,0,0,5,338,19,10,34,0,0,37,3,0,0.9,21.3,58.9,12.4,6.5,47.9,52.1,91.5,93,61.5,0,4,1,1,0,0,29,5,3,100,72.4,44.8,86,71.2
01M020,2008,36,81,107,94,89,101,102,0,0,0,0,0,0,0,0,610,10,29,37,0,0,181,8,0,0.3,7.5,65.2,24.8,2.1,48,52,93.6,94.6,92.5,10,5,3,3,0,0,48,13,5,97.9,75,64.6,88,82.1
01M034,2008,18,30,32,33,35,44,32,63,73,59,1,0,0,0,0,420,35,0,49,0,0,38,0,0,0.2,21,71.7,5,2.1,50,50,88.8,92.6,76.8,9,1,27,26, TBD ,0,35,12,1,100,68.6,54.3,77,92.8
01M063,2008,9,24,33,42,37,30,24,0,0,0,0,0,0,0,3,202,12,16,13,0,0,7,3,0,0,19.3,64.8,8.9,6.9,58.9,41.1,90.5,87.4,63.9,1,0,2,3,0,0,21,11,2,100,71.4,52.4,90,90
01M110,2008,38,82,79,63,85,59,70,0,0,0,0,0,0,0,2,478,9,47,25,0,0,23,2,0,1.5,14.2,55.2,14.4,14.6,47.5,52.5,93.5,96.4,58.2,1,0,0,0,0,0,38,10,3,97.4,76.3,55.3,97,96.2
01M134,2008,36,66,49,56,63,48,45,0,0,0,0,0,0,0,4,367,18,0,30,0,0,37,8,0,1.1,22.1,56.7,19.1,1.1,46,54,91.5,90.2,77.8,3,1,3,1,0,0,32,11,4,100,81.3,43.8,94,100
01M137,2008,16,39,36,30,36,31,37,0,0,0,0,0,0,0,17,242,44,0,16,0,0,34,6,0,0.8,31,59.1,8.7,0.4,52.9,47.1,91.1,90.9,78.1,6,3,1,17,0,0,25,16,7,100,84,76,88,100
01M140,2008,15,29,34,48,41,36,41,66,72,68,0,0,0,0,0,450,38,9,59,0,0,58,8,3,0.4,17.6,75.6,4.2,2.2,55.1,44.9,91,93.3,79.9,17,6,18,12,0,0,39,10,2,100,69.2,51.3,97,94.9
01M142,2008,35,65,76,65,73,66,67,0,0,0,0,0,0,0,3,450,39,60,19,0,0,39,14,0,0.2,19.6,73.6,4.2,2.4,49.6,50.4,91.1,93.5,81.4,2,5,5,25,0,0,44,18,6,100,75,59.1,86,92.5
01M184,2008,35,61,81,68,59,57,54,53,48,56,0,0,0,0,1,573,0,0,23,0,69,0,0,0,0.5,5.6,3.8,82.9,7.2,53,47,99.1,88.6,72.2,0,5,5,0,0,0,32,5,1,100,59.4,43.8,91,100
01M188,2008,32,30,37,33,25,30,40,67,61,58,0,0,0,0,1,414,0,64,26,0,0,51,11,2,0,31.9,65,2.4,0.7,51.9,48.1,89,89.7,89.6,9,2,23,46,0,0,38,10,7,100,50,39.5,76,79.2
01M292,2008,0,0,0,0,0,0,0,61,57,78,109,82,67,56,5,515,23,21,70,0,0,53,0,11,0.8,30.9,55.2,10.9,2.3,54.6,45.4,84.3/80.6,90.4,99.5,15,13,180,45, TBD ,0,40,9,3,100,30,17.5,68,89.2
01M301,2008,0,0,0,0,0,0,0,92,59,58,0,0,0,0,2,211,25,0,34,0,0,13,3,1,1.9,20.8,59.7,10.9,6.6,60.7,39.3,89.2,92.4,62.8,3,1,53,11,0,0,16,3,2,100,31.3,12.5,81,89.4
01M315,2008,20,29,28,16,20,19,31,0,0,0,0,0,0,0,0,163,3,0,23,0,0,12,0,0,4.3,20.2,31.9,8.6,35,54.6,45.4,93.1,87.8,37.3,0,4,1,1,0,0,16,3,3,100,62.5,43.8,88,75
01M332,2008,0,0,0,0,0,0,0,94,84,101,0,0,0,0,0,279,22,0,46,0,0,15,2,5,0,29.4,61.6,6.1,2.9,54.1,45.9,90.6,94.3,73.8,5,4,14,40,0,0,22,5,1,100,9.1,9.1,55,85.7
01M345,2008,0,0,0,0,0,0,0,85,95,96,0,0,0,0,3,279,13,26,13,0,0,6,2,0,0.7,17.2,63.8,15.4,2.9,48.8,51.2,94,97.1,86.6,2,0,56,10,0,0,24,6,3,100,0,37.5,88,93.8
01M361,2008,35,35,31,46,33,39,36,0,0,0,0,0,0,0,3,258,23,0,22,0,0,18,0,0,3.9,11.6,31.8,13.2,39.5,48.1,51.9,92.2,97.3,44.1,1,2,0,0,0,0,21,6,2,100,71.4,52.4,81,89.5
01M363,2008,19,35,38,53,47,39,43,0,0,0,0,0,0,0,0,274,12,0,55,0,0,2,2,0,1.8,21.9,28.1,16.4,31.8,54.4,45.6,92.7,86.5,36.7,1,0,2,1,0,0,21,10,6,100,61.9,57.1,90,93.3
01M364,2008,18,60,54,51,59,47,37,0,0,0,0,0,0,0,5,331,23,0,34,0,0,11,1,0,1.2,12.4,39.6,13.3,33.5,57.4,42.6,93.4,93.5,44.3,2,2,5,0,0,0,23,6,4,100,52.2,30.4,100,88.2
01M448,2008,0,0,0,0,0,0,0,0,0,0,244,178,91,75,0,588,10,40,42,0,0,42,1,12,0.3,19.6,53.2,22.4,4.4,51,49,84.8,96.5,71.5,8,11,161,52, TBD ,0,39,14,0,100,47.5,32.5,65,89.5
01M450,2008,0,0,0,0,0,0,0,58,76,85,96,88,73,78,0,554,3,86,30,0,0,41,0,16,1.4,26.9,60.8,5.6,5.2,52,48,87.5/86.9,95,70.6,11,6,84,44, TBD ,0,46,11,6,100,55.3,48.9,91,76.8
01M509,2008,0,0,0,0,0,0,0,0,43,73,173,115,65,49,4,522,35,51,29,0,0,68,13,37,0,17.2,69.2,11.7,1.9,51.3,48.7,86.7/83.6,98.1,81.5,6,17,149,34, TBD ,0,47,25,2,100,56.3,43.8,56,89
01M515,2008,0,0,0,0,0,0,0,0,0,0,0,236,174,114,0,524,0,0,5,438,0,7,0,424,0,4,5,90.8,0.2,53.8,46.2,,67.1,77,8,332,0,0, TBD ,0,33,14,0,100,70.6,61.8,91,100
01M539,2008,0,111,107,82,61,73,63,119,73,68,146,52,50,57,1,1063,0,0,49,0,0,5,0,0,0.5,9.7,15.3,22.4,52.1,46.2,53.8,96.4/94.6,99.6,11.8,0,1,3,1, TBD ,0,69,13,0,100,37.7,18.8,83,91.9
01M650,2008,0,0,0,0,0,0,0,0,0,0,17,134,39,24,0,214,0,0,8,0,0,16,0,97,0,32.7,56.5,7.9,2.8,40.6,59.4,,71.8,64.6,9,7,0,2, TBD ,0,14,10,0,100,78.6,78.6,100,82.4
01M696,2008,0,0,0,0,0,0,0,0,0,0,152,152,120,119,0,543,0,0,0,0,0,0,0,0,0,17.5,17.1,10.7,54.7,31.3,68.7,93.8,98.7,15.9,0,0,0,0, TBD ,3336,38,6,0,100,68.4,52.6,95,85.8
01M839,2008,0,0,0,0,0,0,0,122,122,120,0,0,0,0,0,364,0,33,31,0,0,20,3,1,0.6,14.3,44.5,25,15.7,51.9,48.1,95.5,98.1,60.3,1,4,25,5,0,0,25,7,0,100,52,28,80,86.2
